User_ID,Session_ID,Page_Visited,Time_Spent_Seconds,Bounce,Traffic_Source,Device_Type,Country,Conversion
7496,5692,Blog,395,No,Paid Ads,Mobile,Canada,No
8688,5693,Home,332,No,Social Media,Mobile,UK,No
4908,5694,Cart,484,No,Referral,Tablet,UK,No
3803,5695,Product,308,Yes,Referral,Desktop,Canada,No
5379,5696,Cart,286,No,Referral,Mobile,UK,No
1098,5697,Checkout,349,No,Paid Ads,Desktop,USA,Yes
9388,5698,Checkout,139,No,Direct,Mobile,Canada,No
1877,5699,Cart,472,No,Social Media,Desktop,Germany,No
2868,5700,Contact,365,No,Paid Ads,Mobile,Germany,No
3665,5701,Checkout,573,No,Referral,Tablet,USA,No
2388,5702,Product,119,No,Social Media,Mobile,UK,No
3415,5703,Contact,190,No,Referral,Desktop,India,No
9761,5704,Product,482,Yes,Organic,Mobile,Germany,No
3637,5705,Blog,5,No,Paid Ads,Tablet,Canada,No
8242,5706,Checkout,545,No,Referral,Mobile,UK,No
9613,5707,Contact,428,No,Organic,Mobile,Canada,No
3883,5708,Cart,274,No,Referral,Mobile,UK,No
2204,5709,Contact,423,No,Paid Ads,Desktop,Germany,No
1544,5710,Blog,331,No,Direct,Desktop,Canada,No
2223,5711,Product,199,No,Referral,Mobile,Canada,No
4172,5712,Blog,259,No,Referral,Mobile,USA,No
9959,5713,Home,83,No,Organic,Mobile,UK,No
7450,5714,Checkout,102,No,Paid Ads,Desktop,Germany,No
7520,5715,Cart,154,No,Referral,Tablet,USA,No
1654,5716,Product,451,No,Social Media,Desktop,USA,No
7821,5717,Blog,127,No,Paid Ads,Mobile,India,No
3446,5718,Cart,562,No,Organic,Tablet,Germany,No
6892,5719,Checkout,363,Yes,Organic,Mobile,India,No
9412,5720,Cart,243,Yes,Organic,Desktop,UK,No
4666,5721,Checkout,534,No,Paid Ads,Mobile,USA,No
5277,5722,Checkout,208,No,Paid Ads,Desktop,Germany,No
5402,5723,Checkout,147,No,Referral,Mobile,Canada,No
3569,5724,Blog,191,Yes,Organic,Mobile,USA,Yes
6515,5725,Checkout,492,No,Organic,Mobile,Germany,No
4985,5726,Cart,126,No,Paid Ads,Mobile,USA,No
9167,5727,Home,354,No,Paid Ads,Mobile,UK,No
8448,5728,Cart,104,No,Social Media,Desktop,Germany,No
5310,5729,Blog,288,No,Organic,Desktop,UK,No
4019,5730,Checkout,531,No,Paid Ads,Mobile,Germany,No
4681,5731,Home,388,No,Paid Ads,Mobile,UK,Yes
5196,5732,Blog,559,No,Referral,Mobile,India,Yes
1572,5733,Product,191,Yes,Organic,Desktop,Germany,No
5753,5734,Product,12,No,Social Media,Mobile,UK,No
8082,5735,Product,549,No,Paid Ads,Mobile,Germany,No
5002,5736,Home,423,No,Referral,Mobile,Canada,No
6629,5737,Cart,94,No,Referral,Desktop,Canada,No
9417,5738,Home,500,Yes,Direct,Desktop,UK,Yes
5200,5739,Home,120,No,Organic,Mobile,Canada,No
2997,5740,Home,24,No,Referral,Desktop,UK,No
9963,5741,Product,136,No,Social Media,Desktop,Canada,No
8422,5742,Contact,296,Yes,Organic,Desktop,USA,No
5524,5743,Cart,358,Yes,Social Media,Mobile,USA,No
9625,5744,Contact,241,No,Referral,Tablet,Germany,Yes
4407,5745,Contact,593,No,Organic,Mobile,UK,No
7731,5746,Home,227,No,Referral,Desktop,Canada,No
8795,5747,Cart,440,No,Referral,Mobile,Germany,No
3793,5748,Contact,43,No,Referral,Desktop,USA,No
8334,5749,Checkout,331,No,Paid Ads,Mobile,USA,No
3911,5750,Home,213,No,Paid Ads,Mobile,UK,No
8952,5751,Home,110,No,Social Media,Mobile,USA,No
3415,5752,Home,253,No,Paid Ads,Mobile,Germany,Yes
1250,5753,Checkout,571,No,Social Media,Desktop,Germany,No
5951,5754,Checkout,358,Yes,Paid Ads,Desktop,Germany,No
9098,5755,Product,474,No,Referral,Desktop,India,Yes
6289,5756,Blog,269,No,Paid Ads,Mobile,UK,No
9102,5757,Cart,468,No,Direct,Mobile,USA,No
8257,5758,Blog,445,No,Referral,Mobile,India,No
6565,5759,Home,288,No,Direct,Mobile,Germany,No
7437,5760,Contact,538,No,Referral,Mobile,UK,No
2173,5761,Home,373,No,Paid Ads,Mobile,India,No
9624,5762,Contact,499,No,Organic,Mobile,USA,Yes
1835,5763,Product,158,Yes,Social Media,Mobile,USA,No
3262,5764,Blog,320,No,Referral,Mobile,Canada,No
5567,5765,Home,304,Yes,Organic,Mobile,UK,No
4815,5766,Blog,444,No,Organic,Mobile,Canada,No
1246,5767,Product,155,No,Paid Ads,Tablet,Germany,No
3429,5768,Blog,410,Yes,Referral,Tablet,USA,No
6287,5769,Contact,179,No,Organic,Mobile,Germany,No
3607,5770,Cart,59,No,Social Media,Tablet,Canada,No
6930,5771,Product,315,No,Direct,Mobile,USA,No
5022,5772,Blog,158,No,Paid Ads,Mobile,UK,No
5784,5773,Home,504,Yes,Paid Ads,Desktop,India,No
7617,5774,Checkout,505,Yes,Paid Ads,Desktop,Germany,No
4151,5775,Checkout,194,Yes,Social Media,Mobile,Germany,No
6580,5776,Product,510,No,Paid Ads,Desktop,USA,Yes
8054,5777,Checkout,153,No,Social Media,Desktop,USA,No
8706,5778,Cart,12,No,Organic,Tablet,Canada,No
8619,5779,Product,597,No,Referral,Tablet,Germany,No
5573,5780,Home,595,No,Organic,Tablet,Germany,No
4491,5781,Home,473,No,Referral,Mobile,Germany,No
1706,5782,Product,325,No,Paid Ads,Desktop,India,No
7997,5783,Checkout,576,Yes,Organic,Tablet,Germany,No
6233,5784,Checkout,455,Yes,Social Media,Mobile,Canada,No
9945,5785,Home,132,Yes,Paid Ads,Desktop,Germany,No
6755,5786,Cart,291,No,Organic,Mobile,Canada,No
7960,5787,Contact,91,No,Organic,Tablet,USA,No
9779,5788,Checkout,85,Yes,Social Media,Mobile,Canada,No
2334,5789,Cart,538,Yes,Social Media,Mobile,Germany,No
6588,5790,Checkout,256,No,Organic,Mobile,UK,No
2847,5791,Contact,194,No,Social Media,Mobile,USA,No
7851,5792,Product,488,No,Direct,Desktop,India,No
8211,5793,Blog,383,No,Direct,Mobile,India,No
8865,5794,Home,460,No,Social Media,Mobile,UK,No
4317,5795,Product,12,Yes,Organic,Mobile,UK,No
7811,5796,Checkout,322,Yes,Social Media,Desktop,USA,No
1164,5797,Contact,338,No,Social Media,Mobile,Germany,No
8060,5798,Home,234,No,Referral,Desktop,USA,No
4057,5799,Blog,512,No,Direct,Mobile,India,Yes
5428,5800,Blog,531,No,Paid Ads,Mobile,USA,No
1402,5801,Contact,479,No,Paid Ads,Mobile,Germany,No
9605,5802,Contact,410,No,Paid Ads,Desktop,Germany,No
9236,5803,Checkout,291,Yes,Social Media,Mobile,India,No
7349,5804,Home,450,No,Paid Ads,Desktop,Canada,No
5157,5805,Checkout,347,No,Referral,Desktop,India,No
1867,5806,Blog,329,No,Social Media,Mobile,Canada,No
9210,5807,Product,171,Yes,Organic,Mobile,Germany,No
1364,5808,Product,597,No,Organic,Mobile,Germany,No
8467,5809,Cart,300,No,Social Media,Tablet,Germany,No
7571,5810,Blog,585,No,Direct,Mobile,UK,No
1579,5811,Blog,187,No,Direct,Desktop,USA,No
8674,5812,Checkout,580,No,Organic,Desktop,Canada,No
9737,5813,Cart,90,Yes,Paid Ads,Mobile,USA,No
7468,5814,Contact,560,No,Referral,Mobile,USA,No
5150,5815,Cart,153,No,Social Media,Desktop,India,No
4039,5816,Home,63,No,Referral,Desktop,India,No
5137,5817,Checkout,9,Yes,Referral,Tablet,Canada,No
1452,5818,Contact,87,No,Referral,Desktop,India,No
7537,5819,Contact,387,Yes,Social Media,Mobile,India,No
2381,5820,Product,553,No,Paid Ads,Mobile,Canada,No
9154,5821,Home,483,No,Social Media,Mobile,USA,No
2467,5822,Cart,31,Yes,Organic,Tablet,UK,No
3738,5823,Product,529,No,Paid Ads,Tablet,USA,No
8572,5824,Blog,581,No,Organic,Desktop,Canada,No
7747,5825,Checkout,418,Yes,Referral,Tablet,USA,No
1880,5826,Cart,184,No,Paid Ads,Mobile,India,No
4149,5827,Blog,468,Yes,Referral,Desktop,UK,No
9276,5828,Contact,531,No,Organic,Mobile,Germany,Yes
8892,5829,Cart,5,No,Social Media,Desktop,India,No
5144,5830,Product,275,No,Paid Ads,Desktop,Canada,No
2168,5831,Home,488,Yes,Referral,Desktop,Canada,No
4129,5832,Product,52,No,Direct,Mobile,USA,No
4645,5833,Checkout,187,Yes,Referral,Tablet,Germany,No
3526,5834,Checkout,377,No,Organic,Mobile,Germany,No
4516,5835,Cart,543,Yes,Organic,Desktop,USA,No
4367,5836,Product,511,No,Social Media,Desktop,India,No
8338,5837,Home,510,No,Paid Ads,Mobile,UK,No
4555,5838,Contact,576,Yes,Direct,Mobile,Germany,No
6111,5839,Checkout,70,Yes,Organic,Mobile,USA,Yes
7752,5840,Home,56,Yes,Paid Ads,Mobile,UK,No
1445,5841,Blog,474,No,Direct,Mobile,USA,Yes
7364,5842,Cart,247,No,Social Media,Desktop,UK,No
4626,5843,Home,341,No,Paid Ads,Mobile,UK,No
5016,5844,Cart,125,Yes,Referral,Desktop,India,No
4875,5845,Blog,558,Yes,Direct,Mobile,Canada,No
6497,5846,Home,49,No,Referral,Mobile,Canada,No
7238,5847,Home,56,No,Referral,Desktop,Germany,No
1261,5848,Contact,155,No,Direct,Tablet,Canada,No
5992,5849,Blog,417,No,Referral,Mobile,Germany,No
5025,5850,Product,545,No,Direct,Desktop,Germany,Yes
9283,5851,Home,573,Yes,Referral,Mobile,UK,No
5222,5852,Contact,502,Yes,Social Media,Desktop,Germany,No
5175,5853,Home,213,Yes,Social Media,Desktop,USA,No
4443,5854,Contact,12,No,Paid Ads,Desktop,USA,No
6011,5855,Checkout,395,No,Referral,Tablet,UK,No
1693,5856,Product,251,No,Social Media,Mobile,India,No
9347,5857,Home,399,No,Social Media,Desktop,UK,Yes
2812,5858,Blog,343,No,Social Media,Mobile,UK,No
6724,5859,Cart,416,Yes,Organic,Desktop,Canada,No
2407,5860,Blog,544,No,Referral,Mobile,Canada,Yes
9032,5861,Product,349,Yes,Paid Ads,Mobile,UK,No
2410,5862,Checkout,300,No,Social Media,Mobile,USA,No
4497,5863,Checkout,239,Yes,Direct,Desktop,UK,No
5372,5864,Checkout,592,Yes,Organic,Mobile,USA,No
8394,5865,Contact,449,No,Referral,Desktop,India,No
1551,5866,Blog,237,No,Paid Ads,Desktop,Canada,No
5332,5867,Cart,314,No,Social Media,Mobile,Germany,No
1997,5868,Cart,482,Yes,Direct,Desktop,USA,No
5076,5869,Contact,518,No,Organic,Desktop,USA,Yes
7099,5870,Home,340,No,Direct,Mobile,India,No
6555,5871,Contact,581,No,Direct,Tablet,Canada,No
5052,5872,Cart,56,No,Organic,Mobile,Canada,Yes
6303,5873,Cart,550,No,Direct,Mobile,Canada,No
9118,5874,Home,305,Yes,Social Media,Mobile,USA,No
7102,5875,Blog,247,No,Organic,Mobile,Canada,No
6490,5876,Blog,360,No,Referral,Tablet,Canada,No
9564,5877,Product,592,Yes,Organic,Mobile,Germany,No
6616,5878,Blog,446,No,Paid Ads,Mobile,USA,No
3248,5879,Checkout,123,Yes,Social Media,Desktop,USA,No
1848,5880,Checkout,413,No,Referral,Mobile,Canada,No
7354,5881,Product,375,No,Social Media,Mobile,UK,Yes
9695,5882,Cart,77,No,Social Media,Mobile,Canada,No
9070,5883,Product,453,No,Organic,Mobile,USA,No
9894,5884,Home,475,Yes,Referral,Desktop,USA,No
4625,5885,Product,160,No,Organic,Mobile,Germany,No
1314,5886,Product,580,Yes,Paid Ads,Mobile,India,No
3376,5887,Contact,314,No,Paid Ads,Desktop,Canada,No
5378,5888,Checkout,40,No,Paid Ads,Mobile,India,No
9449,5889,Home,252,No,Organic,Desktop,Canada,No
1574,5890,Contact,432,No,Organic,Tablet,Germany,No
6585,5891,Home,48,Yes,Paid Ads,Tablet,India,No
6492,5892,Product,457,Yes,Organic,Desktop,UK,Yes
9949,5893,Contact,123,No,Direct,Mobile,Canada,No
3810,5894,Contact,353,Yes,Direct,Desktop,Canada,No
9134,5895,Home,392,No,Direct,Mobile,Germany,No
6670,5896,Home,74,No,Social Media,Tablet,Canada,No
8715,5897,Blog,458,No,Referral,Desktop,Germany,No
7567,5898,Home,271,No,Referral,Mobile,Canada,No
4459,5899,Contact,442,No,Referral,Mobile,Canada,No
7117,5900,Cart,370,No,Paid Ads,Mobile,UK,No
4992,5901,Home,191,Yes,Direct,Mobile,USA,No
8837,5902,Checkout,231,Yes,Direct,Desktop,Canada,No
1203,5903,Blog,65,No,Organic,Mobile,Canada,No
3775,5904,Checkout,172,No,Social Media,Mobile,India,No
2992,5905,Checkout,136,No,Social Media,Mobile,Germany,No
3243,5906,Cart,159,No,Direct,Mobile,Canada,No
9498,5907,Blog,11,Yes,Organic,Mobile,UK,No
2687,5908,Product,527,Yes,Direct,Mobile,Canada,No
5109,5909,Contact,255,No,Paid Ads,Mobile,Germany,No
2860,5910,Contact,580,No,Paid Ads,Desktop,Canada,Yes
6176,5911,Home,266,No,Referral,Tablet,India,Yes
1722,5912,Contact,124,Yes,Referral,Mobile,Germany,No
9971,5913,Cart,52,Yes,Direct,Mobile,USA,No
9720,5914,Contact,73,No,Referral,Desktop,India,Yes
5893,5915,Cart,266,No,Direct,Mobile,UK,No
1343,5916,Product,449,No,Social Media,Mobile,Germany,No
6398,5917,Cart,483,Yes,Paid Ads,Desktop,UK,Yes
9400,5918,Product,235,No,Organic,Desktop,Canada,No
5736,5919,Product,228,No,Organic,Desktop,India,No
4406,5920,Product,461,No,Social Media,Tablet,Canada,No
1919,5921,Cart,370,No,Direct,Mobile,USA,No
6819,5922,Product,32,No,Paid Ads,Mobile,USA,Yes
3044,5923,Cart,105,Yes,Direct,Tablet,India,No
1418,5924,Blog,62,No,Direct,Desktop,USA,No
2749,5925,Product,28,Yes,Social Media,Mobile,UK,No
8378,5926,Cart,419,No,Social Media,Mobile,Canada,Yes
2099,5927,Cart,231,Yes,Referral,Desktop,Canada,No
4392,5928,Cart,173,No,Social Media,Mobile,Germany,Yes
3772,5929,Home,493,No,Referral,Desktop,USA,No
7784,5930,Home,250,No,Organic,Mobile,India,No
2545,5931,Product,367,Yes,Referral,Mobile,India,Yes
2070,5932,Contact,469,No,Referral,Mobile,India,No
7522,5933,Blog,434,No,Organic,Mobile,Canada,No
2850,5934,Contact,425,No,Paid Ads,Mobile,Canada,No
6053,5935,Product,25,No,Direct,Mobile,Canada,No
3939,5936,Checkout,373,No,Direct,Desktop,Canada,No
8194,5937,Checkout,468,Yes,Social Media,Mobile,Germany,No
6851,5938,Blog,101,No,Social Media,Tablet,Germany,No
7673,5939,Blog,496,No,Paid Ads,Desktop,UK,No
1678,5940,Blog,357,Yes,Social Media,Desktop,Canada,No
1988,5941,Home,99,No,Direct,Mobile,UK,No
2502,5942,Home,28,No,Referral,Mobile,Canada,Yes
2789,5943,Checkout,384,No,Referral,Mobile,Canada,No
6281,5944,Blog,400,No,Social Media,Mobile,India,No
6027,5945,Cart,408,No,Direct,Mobile,USA,No
2425,5946,Contact,137,Yes,Organic,Desktop,UK,No
7654,5947,Checkout,58,No,Organic,Mobile,USA,Yes
3440,5948,Blog,296,No,Referral,Desktop,USA,No
7856,5949,Cart,116,No,Direct,Tablet,UK,No
8367,5950,Blog,426,Yes,Referral,Mobile,Germany,No
3594,5951,Product,135,No,Direct,Mobile,India,No
5689,5952,Cart,424,No,Organic,Mobile,Germany,No
3436,5953,Contact,282,No,Social Media,Mobile,UK,No
6517,5954,Product,594,No,Paid Ads,Mobile,Germany,No
7310,5955,Home,72,Yes,Social Media,Mobile,UK,No
4539,5956,Checkout,578,No,Direct,Desktop,Germany,No
4483,5957,Blog,407,Yes,Referral,Mobile,Canada,No
8371,5958,Checkout,179,No,Referral,Mobile,Canada,No
3241,5959,Contact,284,No,Organic,Tablet,UK,No
7378,5960,Blog,468,No,Organic,Desktop,USA,Yes
3765,5961,Product,394,Yes,Social Media,Mobile,India,Yes
5911,5962,Cart,140,No,Social Media,Mobile,USA,No
1403,5963,Cart,413,No,Paid Ads,Desktop,Germany,No
4382,5964,Blog,228,No,Direct,Desktop,Canada,No
5163,5965,Product,557,No,Social Media,Mobile,India,No
8630,5966,Blog,192,Yes,Social Media,Desktop,India,No
1087,5967,Blog,391,No,Organic,Mobile,Canada,No
6816,5968,Blog,13,No,Direct,Mobile,Canada,No
6470,5969,Cart,184,No,Organic,Desktop,India,No
7276,5970,Contact,448,No,Paid Ads,Mobile,Canada,No
6739,5971,Blog,598,No,Social Media,Desktop,India,No
5273,5972,Cart,450,No,Social Media,Mobile,Canada,No
7523,5973,Home,120,Yes,Social Media,Desktop,Germany,No
6003,5974,Product,249,Yes,Referral,Mobile,Canada,No
9038,5975,Home,287,No,Direct,Mobile,USA,No
7606,5976,Blog,217,No,Organic,Tablet,Canada,No
3064,5977,Cart,455,Yes,Organic,Mobile,USA,No
6315,5978,Product,29,No,Organic,Desktop,UK,Yes
1317,5979,Checkout,237,Yes,Paid Ads,Tablet,USA,No
2502,5980,Product,520,No,Referral,Desktop,India,No
7130,5981,Product,292,Yes,Paid Ads,Tablet,UK,No
8419,5982,Blog,188,No,Direct,Tablet,Canada,No
3042,5983,Home,255,No,Organic,Mobile,USA,No
5598,5984,Home,295,No,Organic,Mobile,Canada,No
1118,5985,Checkout,363,No,Organic,Mobile,Germany,No
1709,5986,Blog,309,Yes,Social Media,Mobile,USA,No
4557,5987,Product,354,No,Social Media,Desktop,Canada,No
4250,5988,Contact,343,No,Organic,Mobile,India,No
9061,5989,Home,483,No,Organic,Mobile,USA,No
9609,5990,Home,469,No,Social Media,Desktop,India,Yes
3603,5991,Cart,134,No,Paid Ads,Mobile,USA,No
2101,5992,Product,191,No,Referral,Mobile,USA,No
5421,5993,Blog,425,No,Paid Ads,Desktop,UK,Yes
8857,5994,Home,500,No,Referral,Desktop,Canada,No
9177,5995,Blog,545,No,Social Media,Mobile,Canada,Yes
7082,5996,Product,239,No,Organic,Mobile,UK,Yes
7658,5997,Product,282,No,Organic,Mobile,Germany,No
3261,5998,Home,106,No,Organic,Mobile,UK,No
9021,5999,Checkout,463,Yes,Paid Ads,Mobile,Canada,Yes
1508,6000,Blog,236,No,Organic,Mobile,Germany,No
3379,6001,Blog,278,No,Referral,Mobile,Canada,No
9879,6002,Cart,369,No,Organic,Mobile,Germany,No
5752,6003,Product,482,No,Social Media,Mobile,USA,No
6495,6004,Product,472,No,Organic,Mobile,India,No
4209,6005,Home,278,No,Paid Ads,Mobile,UK,No
8398,6006,Home,332,Yes,Paid Ads,Mobile,Germany,No
7743,6007,Home,188,No,Social Media,Mobile,Canada,No
6648,6008,Cart,198,No,Direct,Desktop,USA,Yes
6171,6009,Checkout,276,No,Paid Ads,Tablet,Germany,Yes
8890,6010,Home,304,Yes,Direct,Mobile,Canada,No
1324,6011,Home,588,No,Social Media,Tablet,USA,No
4557,6012,Contact,200,Yes,Organic,Mobile,Canada,No
4587,6013,Home,335,No,Direct,Desktop,UK,No
1151,6014,Cart,490,No,Social Media,Desktop,Canada,Yes
1954,6015,Blog,503,No,Direct,Mobile,India,No
5354,6016,Checkout,404,Yes,Direct,Mobile,UK,No
8160,6017,Blog,401,No,Organic,Mobile,USA,No
1687,6018,Contact,104,No,Paid Ads,Desktop,India,No
9501,6019,Product,85,No,Direct,Tablet,USA,No
4127,6020,Product,21,Yes,Referral,Mobile,India,No
7763,6021,Home,216,Yes,Organic,Desktop,UK,No
4395,6022,Contact,130,Yes,Referral,Mobile,Germany,No
1845,6023,Blog,134,Yes,Organic,Desktop,Canada,No
2164,6024,Cart,539,No,Organic,Desktop,Canada,No
6904,6025,Checkout,218,No,Paid Ads,Desktop,UK,No
6360,6026,Blog,133,Yes,Referral,Desktop,Canada,No
1354,6027,Contact,528,Yes,Direct,Desktop,India,Yes
2872,6028,Contact,466,No,Organic,Mobile,Canada,No
3024,6029,Blog,61,No,Referral,Tablet,Canada,No
3817,6030,Checkout,278,No,Referral,Mobile,USA,No
4832,6031,Blog,343,No,Paid Ads,Mobile,India,No
9257,6032,Blog,147,Yes,Referral,Mobile,India,Yes
3581,6033,Checkout,427,No,Direct,Mobile,UK,No
3486,6034,Cart,338,Yes,Referral,Mobile,UK,Yes
9418,6035,Contact,137,No,Paid Ads,Desktop,India,No
3443,6036,Checkout,268,Yes,Organic,Mobile,India,No
9919,6037,Home,151,No,Referral,Desktop,UK,No
2036,6038,Home,440,No,Referral,Mobile,USA,No
9684,6039,Home,16,No,Social Media,Desktop,Canada,No
8435,6040,Home,59,No,Direct,Mobile,India,No
2548,6041,Product,234,No,Direct,Desktop,UK,No
6065,6042,Cart,126,Yes,Direct,Mobile,Germany,No
7496,6043,Product,237,No,Referral,Mobile,UK,No
7183,6044,Blog,166,No,Direct,Mobile,UK,Yes
4957,6045,Blog,598,No,Direct,Mobile,USA,No
4407,6046,Checkout,563,No,Social Media,Mobile,UK,No
1639,6047,Home,504,Yes,Paid Ads,Mobile,Germany,No
1172,6048,Checkout,183,No,Paid Ads,Mobile,USA,No
6666,6049,Blog,366,No,Organic,Mobile,UK,No
5354,6050,Home,212,No,Social Media,Desktop,UK,Yes
4959,6051,Contact,556,No,Referral,Mobile,USA,No
9708,6052,Cart,436,Yes,Organic,Mobile,UK,No
9714,6053,Blog,460,Yes,Direct,Mobile,Canada,No
3886,6054,Contact,508,No,Organic,Mobile,Germany,No
3164,6055,Checkout,158,Yes,Paid Ads,Mobile,USA,No
4945,6056,Contact,342,No,Organic,Mobile,UK,No
6235,6057,Checkout,297,No,Organic,Mobile,Canada,No
8746,6058,Blog,440,Yes,Social Media,Mobile,UK,No
3590,6059,Product,400,Yes,Direct,Desktop,UK,No
8754,6060,Cart,170,Yes,Referral,Mobile,Canada,Yes
5934,6061,Contact,456,Yes,Referral,Tablet,India,No
5076,6062,Contact,540,Yes,Social Media,Desktop,Canada,Yes
6185,6063,Blog,405,Yes,Social Media,Tablet,USA,Yes
2093,6064,Blog,119,No,Referral,Desktop,USA,No
4880,6065,Checkout,355,No,Organic,Desktop,India,No
7559,6066,Home,264,Yes,Direct,Tablet,USA,Yes
3785,6067,Home,230,No,Referral,Mobile,India,No
7065,6068,Home,490,Yes,Organic,Desktop,Canada,Yes
7539,6069,Checkout,135,No,Organic,Tablet,UK,No
2574,6070,Home,268,No,Paid Ads,Mobile,UK,No
6676,6071,Blog,528,No,Social Media,Mobile,India,Yes
9060,6072,Product,185,Yes,Referral,Mobile,UK,No
4990,6073,Product,353,No,Referral,Mobile,India,No
6210,6074,Product,475,No,Direct,Mobile,USA,No
5845,6075,Home,165,No,Referral,Mobile,USA,No
2189,6076,Product,118,Yes,Organic,Mobile,Germany,No
3689,6077,Contact,22,No,Organic,Mobile,Germany,Yes
5095,6078,Home,108,No,Direct,Mobile,USA,No
2875,6079,Contact,190,No,Organic,Desktop,USA,Yes
8768,6080,Blog,346,Yes,Organic,Desktop,USA,No
4406,6081,Contact,466,No,Referral,Mobile,Germany,Yes
4932,6082,Blog,147,No,Social Media,Mobile,Canada,No
9240,6083,Checkout,457,No,Referral,Desktop,UK,No
6408,6084,Checkout,455,Yes,Paid Ads,Mobile,UK,No
4861,6085,Contact,66,No,Direct,Tablet,Germany,No
8406,6086,Cart,280,No,Organic,Mobile,UK,No
3833,6087,Blog,299,No,Referral,Mobile,India,No
6285,6088,Home,133,No,Referral,Mobile,Germany,No
8645,6089,Cart,368,No,Organic,Mobile,USA,No
5777,6090,Blog,71,No,Direct,Mobile,Canada,No
3735,6091,Home,51,Yes,Referral,Mobile,India,No
9273,6092,Blog,378,No,Social Media,Mobile,India,Yes
9278,6093,Blog,141,Yes,Organic,Mobile,Germany,No
7368,6094,Home,99,No,Direct,Desktop,USA,No
1821,6095,Blog,242,No,Paid Ads,Desktop,USA,No
8525,6096,Blog,39,No,Organic,Mobile,India,No
1162,6097,Blog,300,No,Paid Ads,Tablet,USA,No
8777,6098,Checkout,496,Yes,Organic,Mobile,USA,No
2932,6099,Product,262,No,Referral,Mobile,USA,No
4535,6100,Blog,391,No,Direct,Mobile,UK,No
6956,6101,Home,274,No,Social Media,Mobile,Canada,No
4446,6102,Contact,328,No,Paid Ads,Desktop,Germany,No
3790,6103,Blog,51,No,Paid Ads,Mobile,Germany,No
3707,6104,Checkout,491,Yes,Organic,Desktop,UK,No
8959,6105,Checkout,567,Yes,Paid Ads,Mobile,UK,Yes
4933,6106,Contact,415,Yes,Organic,Mobile,Germany,No
4385,6107,Blog,129,No,Organic,Desktop,Germany,No
7636,6108,Cart,216,No,Paid Ads,Mobile,USA,No
1922,6109,Contact,373,No,Paid Ads,Desktop,UK,No
9089,6110,Product,270,No,Referral,Mobile,UK,No
1564,6111,Home,139,No,Referral,Tablet,Canada,No
4258,6112,Home,319,Yes,Referral,Tablet,India,No
3500,6113,Home,304,No,Direct,Desktop,Canada,No
5566,6114,Home,302,Yes,Social Media,Desktop,USA,No
7881,6115,Checkout,283,Yes,Referral,Desktop,USA,Yes
4636,6116,Product,378,No,Referral,Desktop,USA,No
7030,6117,Blog,492,No,Organic,Desktop,Canada,Yes
1223,6118,Blog,66,No,Social Media,Desktop,India,Yes
7297,6119,Cart,58,No,Paid Ads,Desktop,India,No
1350,6120,Blog,342,No,Direct,Tablet,USA,No
8314,6121,Product,379,Yes,Paid Ads,Desktop,USA,No
2928,6122,Blog,478,No,Organic,Tablet,India,No
8743,6123,Checkout,116,No,Direct,Mobile,India,No
9540,6124,Contact,273,No,Referral,Tablet,UK,No
5732,6125,Blog,328,Yes,Social Media,Mobile,Germany,No
2017,6126,Home,590,Yes,Social Media,Mobile,Canada,No
3226,6127,Home,89,No,Referral,Mobile,Canada,No
8206,6128,Contact,376,No,Paid Ads,Mobile,Germany,No
8170,6129,Home,79,No,Paid Ads,Desktop,Germany,No
7207,6130,Home,512,No,Referral,Mobile,UK,No
3419,6131,Checkout,232,No,Referral,Mobile,India,Yes
7240,6132,Checkout,599,No,Social Media,Desktop,India,No
2893,6133,Checkout,398,No,Paid Ads,Mobile,UK,No
6322,6134,Blog,19,No,Direct,Mobile,India,No
8718,6135,Contact,185,No,Direct,Mobile,UK,No
7878,6136,Home,512,Yes,Organic,Mobile,USA,No
2125,6137,Cart,342,Yes,Organic,Mobile,UK,No
4117,6138,Contact,267,No,Organic,Desktop,USA,No
5161,6139,Cart,82,No,Paid Ads,Mobile,USA,No
5042,6140,Home,233,No,Direct,Mobile,USA,No
5433,6141,Product,34,No,Paid Ads,Mobile,Germany,No
9638,6142,Contact,378,No,Referral,Mobile,Germany,No
3658,6143,Blog,159,Yes,Social Media,Mobile,India,No
4483,6144,Cart,189,No,Organic,Mobile,USA,No
3944,6145,Contact,452,No,Referral,Desktop,Germany,No
8210,6146,Contact,451,No,Referral,Mobile,USA,No
8653,6147,Checkout,436,No,Social Media,Tablet,Germany,Yes
9787,6148,Product,173,No,Direct,Mobile,Germany,No
2986,6149,Checkout,85,No,Direct,Desktop,Canada,No
2074,6150,Product,214,Yes,Referral,Mobile,Canada,Yes
5305,6151,Product,263,Yes,Social Media,Mobile,USA,Yes
4007,6152,Blog,553,Yes,Direct,Mobile,Germany,Yes
1969,6153,Contact,290,No,Organic,Mobile,Canada,No
9772,6154,Checkout,58,No,Paid Ads,Desktop,India,No
3824,6155,Checkout,473,No,Social Media,Mobile,USA,No
2211,6156,Cart,373,Yes,Referral,Mobile,Germany,No
1229,6157,Contact,104,Yes,Paid Ads,Tablet,Germany,No
5284,6158,Home,579,Yes,Direct,Mobile,Canada,No
4185,6159,Home,451,No,Direct,Mobile,India,No
1501,6160,Cart,196,No,Social Media,Mobile,USA,No
